calendarId,title,body,recurrenceRule,start,end,category,location,backgroundColor,color,borderColor
5,Choose TAs,,NA,2025-03-15 12:30:00,2025-03-15 12:30:00,allday,,#BDC881,white,NA
5,Get TAs trained to access the vivarium and add them to the IACUC protocol,,NA,2025-03-15 12:30:00,2025-03-15 12:30:00,allday,,#BDC881,white,NA
5,E-mail Margaret Mentink-Kane to make informal request for schisto-infected mice,,NA,2025-06-15 12:30:00,2025-06-15 12:30:00,allday,,#BDC881,white,NA
5,Place formal request for Animal Import with DCM,,NA,2025-06-22 12:30:00,2025-06-22 12:30:00,allday,,#BDC881,white,NA
5,Get approval from DCM,,NA,2025-06-29 12:30:00,2025-06-29 12:30:00,allday,,#BDC881,white,NA
5,Place order for schisto-infected mice from BEI,,NA,2025-06-29 12:30:00,2025-06-29 12:30:00,allday,,#BDC881,white,NA
5,Prep this website and Canvas site by updating dates,,NA,2025-08-01 12:30:00,2025-08-01 12:30:00,allday,,#BDC881,white,NA
5,"Touch base with department collector about collections needed for upcoming labs (just a general heads up about what is needed, how much, and when)",,NA,2025-08-15 12:30:00,2025-08-15 12:30:00,allday,,#BDC881,white,NA
5,Touch base with facilities manager to obtain all general teaching supplies required for labs (see instructor's corner for full list),,NA,2025-08-15 12:30:00,2025-08-15 12:30:00,allday,,#BDC881,white,NA
5,"Check over the stockpile of parasitology teaching supplies, including Ascaris, canned salmon, insect Ringers', nose strips for Demodex, fecalyzers, fluid for fecalyzers, etc.",,NA,2025-08-15 12:30:00,2025-08-15 12:30:00,allday,,#BDC881,white,NA
5,"Review the labs, make sure that you have all the equipment you need, and order more if not",,NA,2025-08-15 12:30:00,2025-08-15 12:30:00,allday,,#BDC881,white,NA
5,"Schedule any guest speakers (e.g., rat lungworm patient)",,NA,2025-08-15 12:30:00,2025-08-15 12:30:00,allday,,#BDC881,white,NA
5,BEI infects mice,,NA,2025-08-18 12:30:00,2025-08-18 12:30:00,allday,,#BDC881,white,NA
5,Schisto-infected mice ship from BEI,,NA,2025-08-25 12:30:00,2025-08-25 12:30:00,allday,,#BDC881,white,NA
5,Launch Canvas site and send a welcome e-mail to enrolled students,,NA,2025-09-01 12:30:00,2025-09-01 12:30:00,allday,,#BDC881,white,NA
5,Receive schisto-infected mice from BEI,,NA,2025-08-26 12:30:00,2025-08-26 12:30:00,allday,,#BDC881,white,NA
5,Do first check of mice,,NA,2025-08-26 12:30:00,2025-08-26 12:30:00,allday,,#BDC881,white,NA
5,"TAs coordinate with facilities manager to get the lab space set up (microscopes in place, all supplies moved into the lab)",,NA,2025-09-01 12:30:00,2025-09-01 12:30:00,allday,,#BDC881,white,NA
5,Tune up microscopes so that they are ready for use,,NA,2025-09-01 12:30:00,2025-09-01 12:30:00,allday,,#BDC881,white,NA
5,"TAs perform check of website and Canvas, screening for errors and inconsistencies",,NA,2025-09-01 12:30:00,2025-09-01 12:30:00,allday,,#BDC881,white,NA
5,Check on mice in vivarium,,NA,2025-09-02 12:30:00,2025-09-02 12:30:00,allday,,#BDC881,white,NA
5,Check on mice in vivarium,,NA,2025-09-09 12:30:00,2025-09-09 12:30:00,allday,,#BDC881,white,NA
5,Give TAs copies of Roberts and Janovy,,NA,2025-09-15 12:30:00,2025-09-15 12:30:00,allday,,#BDC881,white,NA
5,Schedule weekly instructional personnel meetings throughout spring quarter (typically right after class every Friday),,NA,2025-09-15 12:30:00,2025-09-15 12:30:00,allday,,#BDC881,white,NA
5,Review labs with TAs and identify any training needs,,NA,2025-09-15 12:30:00,2025-09-15 12:30:00,allday,,#BDC881,white,NA
5,"Check tides, decide when you will collect H. oregonensis and H. nudus, rearrange the labs if need be",,NA,2025-09-15 12:30:00,2025-09-15 12:30:00,allday,,#BDC881,white,NA
5,Figure out which lectures the TAs want to give,,,2025-09-15 12:30:00,2025-09-15 12:30:00,allday,,#BDC881,white,NA
